Frame,Time,F0
1222,12.221,175.0
1223,12.231,175.0
1224,12.241,175.0
1225,12.251,175.0
1226,12.261000000000001,175.0
1227,12.271,0.0
1228,12.281,0.0
1229,12.291,0.0
1230,12.301,0.0
1231,12.311,0.0
1232,12.321,0.0
1233,12.331,0.0
1234,12.341000000000001,0.0
1235,12.351,0.0
1236,12.361,0.0
1237,12.371,0.0
1238,12.381,0.0
1239,12.391,0.0
1240,12.401,0.0
1241,12.411,247.0
1242,12.421,247.0
1243,12.431000000000001,247.0
1244,12.441,247.0
1245,12.451,247.0
1246,12.461,238.0
1247,12.471,238.0
1248,12.481,238.0
1249,12.491,238.0
1250,12.501,238.0
1251,12.511000000000001,245.0
1252,12.521,245.0
1253,12.531,245.0
1254,12.541,245.0
1255,12.551,245.0
1256,12.561,178.0
1257,12.571,178.0
1258,12.581,178.0
1259,12.591000000000001,178.0
1260,12.601,181.0
1261,12.611,181.0
1262,12.621,181.0
1263,12.631,181.0
1264,12.641,181.0
1265,12.651,222.0
1266,12.661,222.0
1267,12.671000000000001,222.0
1268,12.681000000000001,222.0
1269,12.691,222.0
1270,12.701,237.0
1271,12.711,237.0
1272,12.721,237.0
1273,12.731,237.0
1274,12.741,237.0
1275,12.751,231.0
1276,12.761000000000001,0.0
1277,12.771,0.0
1278,12.781,0.0
1279,12.791,0.0
1280,12.801,0.0
1281,12.811,0.0
1282,12.821,0.0
